JE,H,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,A,A,A,A,A
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,U,1,U,U
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,ZH,ZH,ZH,ZH,ZH
CH,1,JE,JE,JE,JE
CH,JE,CH,CH,K,K
CH,JE,CH,CH,CH,CH
CH,JE,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,JE,TS,JE,TS,TS
CH,CH,JE,JE,CH,CH
CH,CH,JE,CH,CH,CH
CH,CH,JE,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,A,A
CH,H,TS,TS,TS,TS
CH,JE,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,P,P,TS,TS
CH,CH,P,P,TS,TS
CH,CH,P,P,P,P
CH,CH,P,G,P,P
CH,CH,P,G,P,P
CH,A,A,A,A,A
CH,CH,CH,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,JE,JE,JE,JE
CH,CH,CH,CH,CH,CH
CH,JE,K,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,JE,JE,JE,JE
CH,CH,TS,TS,TS,TS
CH,F,CH,CH,F,F
CH,F,F,F,F,F
CH,Z,K,CH,CH,CH
CH,Z,CH,CH,CH,CH
CH,YU,CH,CH,CH,CH
CH,YU,CH,CH,CH,CH
CH,YU,CH,CH,CH,CH
CH,YU,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,H,JE,JE,JE,JE
CH,YU,F,F,F,F
CH,K,U,K,U,U
CH,CH,E,E,E,E
CH,A,E,E,A,A
CH,CH,K,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,JE,TS,JE,TS,TS
CH,CH,TS,JE,TS,TS
CH,CH,TS,JE,TS,TS
CH,CH,TS,JE,TS,TS
CH,CH,TS,JE,TS,TS
CH,CH,TS,JE,TS,TS
CH,CH,TS,JE,TS,TS
CH,K,K,K,K,K
CH,CH,K,K,K,K
CH,CH,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,JE,JE
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,H,JE,CH,A,A
CH,H,JE,CH,A,A
CH,H,JE,CH,A,A
CH,H,CH,CH,A,A
CH,H,A,H,A,A
CH,K,K,K,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,A,A
CH,CH,A,CH,A,A
CH,CH,A,CH,A,A
CH,CH,A,CH,A,A
CH,CH,A,CH,A,A
CH,CH,A,CH,A,A
CH,A,TS,JE,TS,TS
CH,F,F,F,F,F
CH,Ya,K,Ya,K,K
CH,CH,K,K,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,TS,JE,TS,TS
CH,F,ZH,F,F,F
CH,CH,K,K,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,F,F,F,F,F
CH,CH,K,K,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,TS,CH,TS,TS
CH,F,F,F,F,F
CH,CH,TS,CH,TS,TS
CH,1,K,CH,K,K
CH,1,CH,E,K,K
CH,YU,CH,E,CH,CH
CH,YU,CH,E,CH,CH
CH,YU,CH,CH,CH,CH
CH,YU,CH,CH,CH,CH
CH,YU,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,YU,CH,CH,CH,CH
CH,YU,CH,CH,CH,CH
CH,YU,CH,CH,CH,CH
CH,YU,CH,CH,A,A
CH,YU,CH,CH,CH,CH
CH,K,K,K,E,E
CH,JE,K,K,CH,CH
CH,JE,CH,CH,CH,CH
CH,JE,CH,CH,CH,CH
CH,JE,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,JE,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,A,CH,A,A
CH,CH,A,CH,A,A
CH,CH,CH,CH,A,A
CH,CH,A,CH,A,A
CH,H,A,H,A,A
CH,CH,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,K,K,K,K
CH,CH,K,K,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,K,K,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,YU,CH,YU,ZH,ZH
CH,CH,K,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,TS,TS,TS,TS
CH,CH,TS,TS,TS,TS
CH,CH,TS,TS,TS,TS
CH,CH,TS,TS,TS,TS
CH,CH,TS,TS,TS,TS
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,TS,TS,TS,TS
CH,CH,TS,Z,TS,TS
CH,YU,K,ZH,CH,CH
CH,YU,ZH,ZH,ZH,ZH
CH,YU,CH,YU,CH,CH
CH,YU,E,YU,CH,CH
CH,CH,JE,CH,YU,YU
CH,JE,JE,JE,JE,JE
CH,CH,K,K,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,TS,TS,TS,TS
CH,CH,TS,TS,TS,TS
CH,CH,TS,TS,TS,TS
CH,CH,TS,TS,TS,TS
CH,CH,TS,TS,TS,TS
CH,CH,A,A,A,A
CH,A,A,A,A,A
CH,CH,A,A,A,A
CH,JE,CH,JE,CH,CH
CH,JE,CH,CH,CH,CH
CH,YU,CH,CH,CH,CH
CH,YU,CH,CH,CH,CH
CH,H,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,H,CH,CH,A,A
CH,H,E,H,A,A
CH,CH,K,K,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,U,U,U
CH,CH,U,U,U,U
CH,CH,U,U,U,U
CH,A,U,U,U,U
CH,A,U,U,U,U
CH,A,CH,CH,CH,CH
CH,A,CH,CH,CH,CH
CH,A,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,Z,CH,CH,CH,CH
CH,Z,JE,CH,CH,CH
CH,Z,CH,JE,CH,CH
CH,A,CH,JE,CH,CH
CH,A,CH,JE,CH,CH
CH,A,CH,JE,CH,CH
CH,A,CH,JE,CH,CH
CH,A,CH,JE,CH,CH
CH,A,CH,CH,CH,CH
CH,ZH,ZH,ZH,ZH,ZH
CH,CH,K,K,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,K,K,K,K
CH,CH,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,CH,CH,ZH,ZH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,1,K,K,K,K
CH,CH,K,K,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,ZH,ZH,ZH,F,F
CH,CH,CH,CH,CH,CH
CH,YU,ZH,CH,ZH,ZH
CH,YU,ZH,YU,ZH,ZH
CH,YU,CH,YU,ZH,ZH
CH,F,Z,CH,F,F
CH,A,A,A,F,F
CH,CH,K,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,H,U,U,U,U
CH,CH,K,K,K,K
CH,L,K,K,K,K
CH,CH,F,CH,F,F
CH,CH,F,CH,F,F
CH,CH,F,CH,F,F
CH,CH,F,CH,F,F
CH,CH,CH,CH,F,F
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,Ya,CH,CH,CH,CH
CH,Ya,CH,CH,CH,CH
CH,Ya,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,Ya,CH,CH
CH,CH,CH,CH,CH,CH
CH,Ya,CH,Ya,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,F,F,F,F,F
CH,K,K,K,K,K
CH,H,TS,TS,TS,TS
CH,K,K,K,CH,CH
CH,K,K,K,CH,CH
CH,K,K,K,CH,CH
CH,K,K,K,CH,CH
CH,K,CH,K,CH,CH
CH,K,CH,K,CH,CH
CH,K,CH,K,CH,CH
CH,K,CH,K,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,A,A,A,A,A
CH,YU,CH,YU,ZH,ZH
CH,Z,JE,Z,JE,JE
CH,H,JE,CH,CH,CH
CH,H,JE,H,CH,CH
CH,H,CH,H,CH,CH
CH,H,CH,CH,CH,CH
CH,H,CH,CH,CH,CH
CH,H,CH,H,A,A
CH,H,CH,H,A,A
CH,H,CH,H,A,A
CH,H,A,A,A,A
CH,A,A,A,CH,CH
CH,Ya,Ya,Ya,Ya,Ya
CH,CH,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,Z,JE,Z,JE,JE
CH,CH,K,K,K,K
CH,CH,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,K,CH,K,K
CH,CH,CH,CH,K,K
CH,CH,K,CH,K,K
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,CH,U,CH,U,U
CH,YU,F,CH,F,F
CH,CH,K,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
CH,CH,CH,CH,CH,CH
